Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
137,tt0423977,2013-03-16,2013-03-16,,Charlie Bartlett,https://www.imdb.com/title/tt0423977/,movie,7.0,97,2007,"Comedy, Drama, Romance",60618,2007-05-01,Jon Poll
138,tt0087050,2013-03-16,2013-03-16,,Children of the Corn,https://www.imdb.com/title/tt0087050/,movie,5.6,92,1984,"Horror, Thriller",42558,1984-03-09,Fritz Kiersch
139,tt0088930,2013-03-16,2013-03-16,,Clue,https://www.imdb.com/title/tt0088930/,movie,7.3,94,1985,"Comedy, Crime, Mystery, Thriller",68845,1985-12-13,Jonathan Lynn
140,tt0112697,2013-03-16,2013-03-16,,Clueless,https://www.imdb.com/title/tt0112697/,movie,6.8,97,1995,"Comedy, Romance",155954,1995-07-07,Amy Heckerling
141,tt1172991,2013-03-16,2013-03-16,,The Company Men,https://www.imdb.com/title/tt1172991/,movie,6.8,104,2010,Drama,40996,2010-01-22,John Wells
142,tt0094898,2013-03-16,2013-03-16,,Coming to America,https://www.imdb.com/title/tt0094898/,movie,7.0,116,1988,"Comedy, Romance",145633,1988-06-26,John Landis
143,tt0077405,2013-03-16,2013-03-16,,Days of Heaven,https://www.imdb.com/title/tt0077405/,movie,7.9,94,1978,"Drama, Romance",45545,1978-09-13,Terrence Malick
144,tt0120647,2013-03-16,2013-03-16,,Deep Impact,https://www.imdb.com/title/tt0120647/,movie,6.2,120,1998,"Action, Drama, Romance, Sci-Fi, Thriller",151025,1998-05-07,Mimi Leder
145,tt0150377,2013-03-16,2013-03-16,,Double Jeopardy,https://www.imdb.com/title/tt0150377/,movie,6.4,105,1999,"Crime, Drama, Mystery, Thriller",65906,1999-09-21,Bruce Beresford
146,tt0780504,2013-03-16,2013-03-16,,Drive,https://www.imdb.com/title/tt0780504/,movie,7.8,100,2011,"Crime, Drama",519590,2011-05-20,Nicolas Winding Refn
