Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
16,tt2132285,2015-02-25,2015-02-25,,The Bling Ring,https://www.imdb.com/title/tt2132285/,movie,5.6,90,2013,"Biography, Crime, Drama",77568,2013-05-16,Sofia Coppola
17,tt1931435,2015-02-25,2015-02-25,,The Big Wedding,https://www.imdb.com/title/tt1931435/,movie,5.6,89,2013,"Comedy, Drama, Romance",44114,2013-04-25,Justin Zackham
18,tt1457765,2015-02-25,2015-02-25,,The Haunting in Connecticut 2: Ghosts of Georgia,https://www.imdb.com/title/tt1457765/,movie,5.3,101,2013,"Drama, Horror, Mystery, Thriller",15147,2013-02-01,Tom Elkins
19,tt1428538,2015-02-25,2015-02-25,,Hansel & Gretel: Witch Hunters,https://www.imdb.com/title/tt1428538/,movie,6.1,88,2013,"Action, Fantasy, Horror",182714,2013-01-17,Tommy Wirkola
20,tt0119217,2015-02-25,2015-02-25,,Good Will Hunting,https://www.imdb.com/title/tt0119217/,movie,8.3,126,1997,"Drama, Romance",762262,1997-12-02,Gus Van Sant
21,tt0208092,2015-02-25,2015-02-25,,Snatch,https://www.imdb.com/title/tt0208092/,movie,8.3,104,2000,"Comedy, Crime",715334,2000-08-23,Guy Ritchie
22,tt0317740,2015-02-25,2015-02-25,,The Italian Job,https://www.imdb.com/title/tt0317740/,movie,7.0,111,2003,"Action, Crime, Thriller",321483,2003-05-30,F. Gary Gray
23,tt0319061,2015-02-25,2015-02-25,,Big Fish,https://www.imdb.com/title/tt0319061/,movie,8.0,125,2003,"Adventure, Drama, Fantasy, Romance",389123,2003-12-04,Tim Burton
24,tt0266697,2015-02-25,2015-02-25,,Kill Bill: Vol. 1,https://www.imdb.com/title/tt0266697/,movie,8.1,111,2003,"Action, Crime, Thriller",901319,2003-09-29,Quentin Tarantino
25,tt1663143,2015-02-25,2015-02-25,,Fun Size,https://www.imdb.com/title/tt1663143/,movie,5.4,86,2012,"Adventure, Comedy",12882,2012-10-25,Josh Schwartz
26,tt1549920,2015-02-25,2015-02-25,,The Last Stand,https://www.imdb.com/title/tt1549920/,movie,6.4,107,2013,"Action, Thriller",126346,2013-01-12,Jee-woon Kim
27,tt1229340,2015-02-25,2015-02-25,,Anchorman 2: The Legend Continues,https://www.imdb.com/title/tt1229340/,movie,6.3,119,2013,Comedy,155575,2013-11-24,Adam McKay
28,tt1667310,2015-02-25,2015-02-25,,Deadfall,https://www.imdb.com/title/tt1667310/,movie,6.3,95,2012,"Crime, Drama, Thriller",36423,2012-04-22,Stefan Ruzowitzky
29,tt1783732,2015-02-25,2015-02-25,,John Dies at the End,https://www.imdb.com/title/tt1783732/,movie,6.4,99,2012,"Comedy, Horror, Sci-Fi",34306,2012-01-23,Don Coscarelli
30,tt0117951,2015-02-25,2015-02-25,,Trainspotting,https://www.imdb.com/title/tt0117951/,movie,8.2,93,1996,Drama,587653,1996-02-23,Danny Boyle
31,tt0105236,2015-02-25,2015-02-25,,Reservoir Dogs,https://www.imdb.com/title/tt0105236/,movie,8.3,99,1992,"Crime, Drama, Thriller",818980,1992-01-21,Quentin Tarantino
32,tt0092005,2015-02-25,2015-02-25,,Stand by Me,https://www.imdb.com/title/tt0092005/,movie,8.1,89,1986,"Adventure, Drama",332339,1986-10-27,Rob Reiner
33,tt0109506,2015-02-25,2015-02-25,,The Crow,https://www.imdb.com/title/tt0109506/,movie,7.6,102,1994,"Action, Drama, Fantasy",154814,1994-05-10,Alex Proyas
34,tt0116282,2015-02-25,2015-02-25,,Fargo,https://www.imdb.com/title/tt0116282/,movie,8.1,98,1996,"Crime, Drama, Thriller",559319,1996-03-08,"Ethan Coen, Joel Coen"
35,tt0119116,2015-02-25,2015-02-25,,The Fifth Element,https://www.imdb.com/title/tt0119116/,movie,7.7,126,1997,"Action, Adventure, Sci-Fi",401803,1997-05-07,Luc Besson
36,tt0378194,2015-02-25,2015-02-25,,Kill Bill: Vol. 2,https://www.imdb.com/title/tt0378194/,movie,8.0,137,2004,"Action, Crime, Thriller",612118,2004-04-08,Quentin Tarantino
37,tt2109184,2015-02-25,2015-02-25,,Paranormal Activity 4,https://www.imdb.com/title/tt2109184/,movie,4.6,88,2012,"Horror, Mystery, Thriller",58209,2012-10-16,"Henry Joost, Ariel Schulman"
38,tt0431021,2015-02-25,2015-02-25,,The Possession,https://www.imdb.com/title/tt0431021/,movie,5.9,92,2012,"Horror, Mystery, Thriller",53517,2012-08-30,Ole Bornedal
39,tt1596365,2015-02-25,2015-02-25,,The Woman in Black,https://www.imdb.com/title/tt1596365/,movie,6.4,95,2012,"Drama, Fantasy, Horror, Thriller",164973,2012-02-03,James Watkins
40,tt1990314,2015-02-25,2015-02-25,,Robot & Frank,https://www.imdb.com/title/tt1990314/,movie,7.1,89,2012,"Comedy, Crime, Drama, Sci-Fi",59131,2012-01-20,Jake Schreier
41,tt0238380,2015-02-25,2015-02-25,,Equilibrium,https://www.imdb.com/title/tt0238380/,movie,7.5,107,2002,"Action, Drama, Sci-Fi, Thriller",295219,2002-12-06,Kurt Wimmer
42,tt0088323,2015-02-25,2015-02-25,,Die unendliche Geschichte,https://www.imdb.com/title/tt0088323/,movie,7.4,102,1984,"Adventure, Drama, Family, Fantasy",118292,1984-04-06,Wolfgang Petersen
43,tt0096895,2015-02-25,2015-02-25,,Batman,https://www.imdb.com/title/tt0096895/,movie,7.6,126,1989,"Action, Adventure",311848,1989-06-19,Tim Burton
44,tt0119396,2015-02-25,2015-02-25,,Jackie Brown,https://www.imdb.com/title/tt0119396/,movie,7.5,154,1997,"Crime, Drama, Thriller",279704,1997-12-08,Quentin Tarantino
45,tt0261392,2015-02-25,2015-02-25,,Jay and Silent Bob Strike Back,https://www.imdb.com/title/tt0261392/,movie,6.9,104,2001,Comedy,140874,2001-08-22,Kevin Smith
46,tt0196229,2015-02-25,2015-02-25,,Zoolander,https://www.imdb.com/title/tt0196229/,movie,6.6,90,2001,Comedy,230490,2001-09-28,Ben Stiller
47,tt0307987,2015-02-25,2015-02-25,,Bad Santa,https://www.imdb.com/title/tt0307987/,movie,7.1,91,2003,"Comedy, Crime, Drama",127055,2003-11-18,Terry Zwigoff
48,tt0425210,2015-02-25,2015-02-25,,Lucky Number Slevin,https://www.imdb.com/title/tt0425210/,movie,7.8,110,2006,"Crime, Drama, Mystery, Thriller",287882,2006-02-24,Paul McGuigan
49,tt1242460,2015-02-25,2015-02-25,,We Need to Talk About Kevin,https://www.imdb.com/title/tt1242460/,movie,7.5,112,2011,"Drama, Mystery, Thriller",123007,2011-05-12,Lynne Ramsay
50,tt1527186,2015-02-25,2015-02-25,,Melancholia,https://www.imdb.com/title/tt1527186/,movie,7.2,135,2011,"Drama, Sci-Fi",152913,2011-05-18,Lars von Trier
51,tt1465522,2015-02-25,2015-02-25,,Tucker and Dale vs Evil,https://www.imdb.com/title/tt1465522/,movie,7.6,89,2010,"Comedy, Horror",153253,2010-01-22,Eli Craig
52,tt0805564,2015-02-25,2015-02-25,,Lars and the Real Girl,https://www.imdb.com/title/tt0805564/,movie,7.3,106,2007,"Comedy, Drama, Romance",130978,2007-09-16,Craig Gillespie
53,tt0120755,2015-02-25,2015-02-25,,Mission: Impossible II,https://www.imdb.com/title/tt0120755/,movie,6.1,123,2000,"Action, Adventure, Thriller",289843,2000-05-18,John Woo
54,tt0103776,2015-02-25,2015-02-25,,Batman Returns,https://www.imdb.com/title/tt0103776/,movie,7.0,126,1992,"Action, Crime, Fantasy",252096,1992-06-16,Tim Burton
55,tt0118617,2015-02-25,2015-02-25,,Anastasia,https://www.imdb.com/title/tt0118617/,movie,7.1,94,1997,"Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance",102607,1997-11-14,"Don Bluth, Gary Goldman"
56,tt0241303,2015-02-25,2015-02-25,,Chocolat,https://www.imdb.com/title/tt0241303/,movie,7.3,121,2000,"Drama, Romance",167982,2000-12-15,Lasse Hallström
57,tt0146316,2015-02-25,2015-02-25,,Lara Croft: Tomb Raider,https://www.imdb.com/title/tt0146316/,movie,5.8,100,2001,"Action, Adventure, Fantasy, Thriller",185156,2001-06-11,Simon West
58,tt1091722,2015-02-25,2015-02-25,,Adventureland,https://www.imdb.com/title/tt1091722/,movie,6.8,107,2009,"Comedy, Drama, Romance",146323,2009-01-19,Greg Mottola
59,tt1935896,2015-02-25,2015-02-25,,The ABCs of Death,https://www.imdb.com/title/tt1935896/,movie,4.7,129,2012,"Comedy, Horror",16911,2012-09-15,"Yoshihiro Nishimura, Yudai Yamaguchi, Xavier Gens, Marcel Sarmiento, Hélène Cattet, Jake West, Lee Hardcastle, Thomas Cappelen Malling, Kaare Andrews, Jason Eisener, Srdjan Spasojevic, Jorge Michel Grau, Banjong Pisanthanakun, Ben Wheatley, Bruno Forzani, Nacho Vigalondo, Adrián García Bogliano, Ti West, Anders Morgenthaler, Adam Wingard, Noboru Iguchi, Timo Tjahjanto, Simon Rumley, Ernesto Díaz Espinoza, Andrew Traucki, Angela Bettis, Jon Schnepp"
60,tt0084021,2015-02-25,2015-02-25,,Grease 2,https://www.imdb.com/title/tt0084021/,movie,4.3,115,1982,"Comedy, Drama, Musical, Romance",30403,1982-06-11,Patricia Birch
61,tt0098384,2015-02-25,2015-02-25,,Steel Magnolias,https://www.imdb.com/title/tt0098384/,movie,7.3,117,1989,"Comedy, Drama, Romance",41673,1989-11-05,Herbert Ross
62,tt0107818,2015-02-25,2015-02-25,,Philadelphia,https://www.imdb.com/title/tt0107818/,movie,7.7,125,1993,Drama,205721,1993-12-14,Jonathan Demme
63,tt0114436,2015-02-25,2015-02-25,,Showgirls,https://www.imdb.com/title/tt0114436/,movie,4.7,128,1995,Drama,57164,1995-09-21,Paul Verhoeven
64,tt0118571,2015-02-25,2015-02-25,,Air Force One,https://www.imdb.com/title/tt0118571/,movie,6.5,124,1997,"Action, Drama, Thriller",166753,1997-07-21,Wolfgang Petersen
65,tt0128442,2015-02-25,2015-02-25,,Rounders,https://www.imdb.com/title/tt0128442/,movie,7.3,121,1998,"Crime, Drama",134113,1998-08-25,John Dahl
66,tt0138097,2015-02-25,2015-02-25,,Shakespeare in Love,https://www.imdb.com/title/tt0138097/,movie,7.1,123,1998,"Comedy, Drama, History, Romance",200599,1998-12-03,John Madden
67,tt0177789,2015-02-25,2015-02-25,,Galaxy Quest,https://www.imdb.com/title/tt0177789/,movie,7.3,102,1999,"Adventure, Comedy, Sci-Fi",137616,1999-12-23,Dean Parisot
68,tt0227538,2015-02-25,2015-02-25,,Spy Kids,https://www.imdb.com/title/tt0227538/,movie,5.5,88,2001,"Action, Adventure, Comedy, Family, Sci-Fi",99239,2001-03-18,Robert Rodriguez
69,tt1935902,2015-02-25,2015-02-25,,The Brass Teapot,https://www.imdb.com/title/tt1935902/,movie,6.4,101,2012,"Comedy, Fantasy, Thriller",13724,2012-09-08,Ramaa Mosley
70,tt1441952,2015-02-25,2015-02-25,,Salmon Fishing in the Yemen,https://www.imdb.com/title/tt1441952/,movie,6.8,107,2011,"Comedy, Drama, Romance",58734,2011-09-10,Lasse Hallström
71,tt0109445,2015-02-25,2015-02-25,,Clerks,https://www.imdb.com/title/tt0109445/,movie,7.8,92,1994,Comedy,201018,1994-01-31,Kevin Smith
72,tt0117802,2015-02-25,2015-02-25,,Swingers,https://www.imdb.com/title/tt0117802/,movie,7.3,96,1996,"Comedy, Drama",70917,1996-08-31,Doug Liman
73,tt0083564,2015-02-25,2015-02-25,,Annie,https://www.imdb.com/title/tt0083564/,movie,6.5,126,1982,"Comedy, Drama, Family, Musical",36405,1982-05-17,John Huston
74,tt0084805,2015-02-25,2015-02-25,,Tootsie,https://www.imdb.com/title/tt0084805/,movie,7.4,116,1982,"Comedy, Drama, Romance",89102,1982-12-01,Sydney Pollack
75,tt0091474,2015-02-25,2015-02-25,,Manhunter,https://www.imdb.com/title/tt0091474/,movie,7.2,120,1986,"Crime, Horror, Mystery, Thriller",59244,1986-08-15,Michael Mann
76,tt0106220,2015-02-25,2015-02-25,,Addams Family Values,https://www.imdb.com/title/tt0106220/,movie,6.7,94,1993,"Comedy, Fantasy",69251,1993-11-19,Barry Sonnenfeld
77,tt0107977,2015-02-25,2015-02-25,,Robin Hood: Men in Tights,https://www.imdb.com/title/tt0107977/,movie,6.7,104,1993,"Adventure, Comedy, Musical, Romance",106727,1993-07-28,Mel Brooks
78,tt0116126,2015-02-25,2015-02-25,,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,https://www.imdb.com/title/tt0116126/,movie,6.6,89,1996,"Comedy, Crime",44480,1996-01-12,Paris Barclay
79,tt0117666,2015-02-25,2015-02-25,,Sling Blade,https://www.imdb.com/title/tt0117666/,movie,8.0,135,1996,Drama,81357,1996-08-30,Billy Bob Thornton
80,tt0120631,2015-02-25,2015-02-25,,EverAfter,https://www.imdb.com/title/tt0120631/,movie,7.0,121,1998,"Comedy, Drama, Romance",64642,1998-07-29,Andy Tennant
81,tt0171804,2015-02-25,2015-02-25,,Boys Don't Cry,https://www.imdb.com/title/tt0171804/,movie,7.6,118,1999,"Biography, Crime, Drama, Romance",86886,1999-09-02,Kimberly Peirce
82,tt0113627,2015-02-25,2015-02-25,,Leaving Las Vegas,https://www.imdb.com/title/tt0113627/,movie,7.5,111,1995,"Drama, Romance",106525,1995-09-15,Mike Figgis
83,tt0350261,2015-02-25,2015-02-25,,An Unfinished Life,https://www.imdb.com/title/tt0350261/,movie,7.0,108,2005,"Drama, Family, Romance",27172,2005-08-19,Lasse Hallström
84,tt1225822,2015-02-25,2015-02-25,,Extract,https://www.imdb.com/title/tt1225822/,movie,6.2,92,2009,"Comedy, Crime, Romance",42641,2009-09-04,Mike Judge
85,tt1032751,2015-02-25,2015-02-25,,The Warrior's Way,https://www.imdb.com/title/tt1032751/,movie,6.3,100,2010,"Action, Fantasy, Western",24220,2010-12-01,Sngmoo Lee
86,tt1714206,2015-02-25,2015-02-25,,The Spectacular Now,https://www.imdb.com/title/tt1714206/,movie,7.1,95,2013,"Comedy, Drama, Romance",133322,2013-01-18,James Ponsoldt
87,tt0325703,2015-02-25,2015-02-25,,Lara Croft Tomb Raider: The Cradle of Life,https://www.imdb.com/title/tt0325703/,movie,5.5,117,2003,"Action, Adventure, Fantasy",121524,2003-07-21,Jan de Bont
88,tt0080761,2015-02-25,2015-02-25,,Friday the 13th,https://www.imdb.com/title/tt0080761/,movie,6.5,95,1980,"Horror, Mystery, Thriller",104944,1980-05-09,Sean S. Cunningham
89,tt0124315,2015-02-25,2015-02-25,,The Cider House Rules,https://www.imdb.com/title/tt0124315/,movie,7.4,126,1999,"Drama, Romance",87998,1999-09-07,Lasse Hallström
90,tt0227445,2015-02-25,2015-02-25,,The Score,https://www.imdb.com/title/tt0227445/,movie,6.8,124,2001,"Crime, Drama, Thriller",112891,2001-07-09,Frank Oz
91,tt0313443,2015-02-25,2015-02-25,,Out of Time,https://www.imdb.com/title/tt0313443/,movie,6.5,105,2003,"Crime, Drama, Mystery, Thriller",52698,2003-09-07,Carl Franklin
92,tt0327679,2015-02-25,2015-02-25,,Ella Enchanted,https://www.imdb.com/title/tt0327679/,movie,6.3,96,2004,"Comedy, Family, Fantasy, Romance",57051,2004-04-09,Tommy O'Haver
93,tt2005374,2015-02-25,2015-02-25,,The Frozen Ground,https://www.imdb.com/title/tt2005374/,movie,6.4,105,2013,"Crime, Drama, Mystery, Thriller",51696,2013-07-11,Scott Walker
94,tt0092644,2015-02-25,2015-02-25,,Beverly Hills Cop II,https://www.imdb.com/title/tt0092644/,movie,6.5,100,1987,"Action, Comedy, Crime, Thriller",98352,1987-05-19,Tony Scott
95,tt0104036,2015-02-25,2015-02-25,,The Crying Game,https://www.imdb.com/title/tt0104036/,movie,7.3,112,1992,"Crime, Drama, Romance, Thriller",47256,1992-09-02,Neil Jordan
96,tt0104254,2015-02-25,2015-02-25,,FernGully: The Last Rainforest,https://www.imdb.com/title/tt0104254/,movie,6.5,76,1992,"Animation, Adventure, Family, Fantasy",24635,1992-04-10,Bill Kroyer
97,tt0115639,2015-02-25,2015-02-25,,Beautiful Girls,https://www.imdb.com/title/tt0115639/,movie,7.2,112,1996,"Comedy, Drama, Romance",29758,1996-02-09,Ted Demme
98,tt0181536,2015-02-25,2015-02-25,,Finding Forrester,https://www.imdb.com/title/tt0181536/,movie,7.3,136,2000,Drama,78899,2000-12-20,Gus Van Sant
99,tt0338459,2015-02-25,2015-02-25,,Spy Kids 3: Game Over,https://www.imdb.com/title/tt0338459/,movie,4.2,84,2003,"Action, Adventure, Comedy, Family, Sci-Fi",49291,2003-07-13,Robert Rodriguez
100,tt0780511,2015-02-25,2015-02-25,,Everybody's Fine,https://www.imdb.com/title/tt0780511/,movie,7.1,99,2009,"Adventure, Drama",55978,2009-11-03,Kirk Jones
101,tt1103982,2015-02-25,2015-02-25,,The Girlfriend Experience,https://www.imdb.com/title/tt1103982/,movie,5.5,77,2009,Drama,15115,2009-01-20,Steven Soderbergh
102,tt0844286,2015-02-25,2015-02-25,,The Brothers Bloom,https://www.imdb.com/title/tt0844286/,movie,6.8,114,2008,"Action, Adventure, Comedy, Crime, Drama, Romance",46218,2008-09-09,Rian Johnson
103,tt0243017,2015-02-25,2015-02-25,,Waking Life,https://www.imdb.com/title/tt0243017/,movie,7.8,99,2001,"Animation, Drama, Fantasy",56880,2001-01-23,Richard Linklater
104,tt0340377,2015-02-25,2015-02-25,,The Station Agent,https://www.imdb.com/title/tt0340377/,movie,7.7,89,2003,"Comedy, Drama",63754,2003-01-26,Tom McCarthy
105,tt0084707,2015-02-25,2015-02-25,,Sophie's Choice,https://www.imdb.com/title/tt0084707/,movie,7.6,150,1982,"Drama, Romance",36926,1982-12-08,Alan J. Pakula
106,tt0076666,2015-02-25,2015-02-25,,Saturday Night Fever,https://www.imdb.com/title/tt0076666/,movie,6.8,118,1977,"Drama, Music",64054,1977-12-12,John Badham
107,tt0100502,2015-02-25,2015-02-25,,RoboCop 2,https://www.imdb.com/title/tt0100502/,movie,5.8,117,1990,"Action, Crime, Sci-Fi, Thriller",75354,1990-06-22,Irvin Kershner
108,tt0337697,2015-02-25,2015-02-25,,The Prince & Me,https://www.imdb.com/title/tt0337697/,movie,5.9,111,2004,"Comedy, Family, Romance",35655,2004-03-28,Martha Coolidge
109,tt0466909,2015-02-25,2015-02-25,,The Omen,https://www.imdb.com/title/tt0466909/,movie,5.5,110,2006,Horror,53623,2006-06-06,John Moore
110,tt0462396,2015-02-25,2015-02-25,,The Last Legion,https://www.imdb.com/title/tt0462396/,movie,5.4,101,2007,"Action, Adventure, War",32586,2007-04-19,Doug Lefler
111,tt0109836,2015-02-25,2015-02-25,,Frankenstein,https://www.imdb.com/title/tt0109836/,movie,6.4,123,1994,"Drama, Horror, Romance, Sci-Fi",47783,1994-11-04,Kenneth Branagh
112,tt0116191,2015-02-25,2015-02-25,,Emma,https://www.imdb.com/title/tt0116191/,movie,6.7,120,1996,"Comedy, Drama, Romance",32707,1996-06-07,Douglas McGrath
113,tt0120902,2015-02-25,2015-02-25,,The X Files,https://www.imdb.com/title/tt0120902/,movie,7.0,121,1998,"Drama, Mystery, Sci-Fi, Thriller",95441,1998-06-19,Rob Bowman
114,tt0287717,2015-02-25,2015-02-25,,Spy Kids 2: Island of Lost Dreams,https://www.imdb.com/title/tt0287717/,movie,5.2,100,2002,"Action, Adventure, Comedy, Family, Sci-Fi",54623,2002-08-07,Robert Rodriguez
115,tt0300051,2015-02-25,2015-02-25,,Jersey Girl,https://www.imdb.com/title/tt0300051/,movie,6.2,102,2004,"Comedy, Drama, Romance",60034,2004-03-09,Kevin Smith
116,tt0115734,2015-02-25,2015-02-25,,Bottle Rocket,https://www.imdb.com/title/tt0115734/,movie,7.0,91,1996,"Comedy, Crime, Drama",64043,1996-02-21,Wes Anderson
117,tt0117628,2015-02-25,2015-02-25,,She's the One,https://www.imdb.com/title/tt0117628/,movie,6.0,96,1996,"Comedy, Drama, Romance",15478,1996-08-13,Edward Burns
118,tt0081283,2015-02-25,2015-02-25,,Ordinary People,https://www.imdb.com/title/tt0081283/,movie,7.8,124,1980,Drama,42075,1980-09-19,Robert Redford
119,tt0119051,2015-02-25,2015-02-25,,The Edge,https://www.imdb.com/title/tt0119051/,movie,6.9,117,1997,"Action, Adventure, Drama, Thriller",63394,1997-09-06,Lee Tamahori
120,tt0301470,2015-02-25,2015-02-25,,Jeepers Creepers 2,https://www.imdb.com/title/tt0301470/,movie,5.6,104,2003,Horror,53983,2003-08-08,Victor Salva
121,tt0367085,2015-02-25,2015-02-25,,Soul Plane,https://www.imdb.com/title/tt0367085/,movie,4.5,86,2004,Comedy,20332,2004-05-28,Jessy Terrero
122,tt0838232,2015-02-25,2015-02-25,,The Pink Panther 2,https://www.imdb.com/title/tt0838232/,movie,5.6,92,2009,"Action, Adventure, Comedy, Crime, Family, Mystery",38993,2009-01-24,Harald Zwart
123,tt0119349,2015-02-25,2015-02-25,,The Ice Storm,https://www.imdb.com/title/tt0119349/,movie,7.5,112,1997,Drama,50859,1997-05-12,Ang Lee
124,tt0102388,2015-02-25,2015-02-25,,The Man in the Moon,https://www.imdb.com/title/tt0102388/,movie,7.4,99,1991,"Drama, Romance",14138,1991-08-30,Robert Mulligan
125,tt0070903,2015-02-25,2015-02-25,,The Way We Were,https://www.imdb.com/title/tt0070903/,movie,7.1,118,1973,"Drama, Romance",20062,1973-10-16,Sydney Pollack
126,tt0082418,2015-02-25,2015-02-25,,Friday the 13th Part 2,https://www.imdb.com/title/tt0082418/,movie,6.1,87,1981,"Horror, Mystery, Thriller",51157,1981-04-30,Steve Miner
127,tt0093565,2015-02-25,2015-02-25,,Moonstruck,https://www.imdb.com/title/tt0093565/,movie,7.1,102,1987,"Comedy, Drama, Romance",43594,1987-12-01,Norman Jewison
128,tt0107978,2015-02-25,2015-02-25,,RoboCop 3,https://www.imdb.com/title/tt0107978/,movie,4.0,104,1993,"Action, Crime, Sci-Fi, Thriller",42232,1993-05-01,Fred Dekker
129,tt0358135,2015-02-25,2015-02-25,,Shall We Dance,https://www.imdb.com/title/tt0358135/,movie,6.1,106,2004,"Comedy, Drama, Music, Romance",40479,2004-10-15,Peter Chelsom
130,tt1772271,2015-02-25,2015-02-25,,Frankie Go Boom,https://www.imdb.com/title/tt1772271/,movie,5.9,89,2012,Comedy,4567,2012-03-10,Jordan Roberts
131,tt0434124,2015-02-25,2015-02-25,,Kinky Boots,https://www.imdb.com/title/tt0434124/,movie,7.1,107,2005,"Comedy, Drama, Music",16879,2005-10-07,Julian Jarrold
132,tt0178737,2015-02-25,2015-02-25,,Mansfield Park,https://www.imdb.com/title/tt0178737/,movie,7.1,112,1999,"Comedy, Drama, Romance",19883,1999-08-27,Patricia Rozema
133,tt0109190,2015-02-25,2015-02-25,,Baby's Day Out,https://www.imdb.com/title/tt0109190/,movie,6.0,99,1994,"Adventure, Comedy, Crime, Drama, Family",40761,1994-07-01,Patrick Read Johnson
134,tt2326612,2015-02-25,2015-02-25,,The Captive,https://www.imdb.com/title/tt2326612/,movie,5.9,112,2014,"Crime, Drama, Mystery, Thriller",26855,2014-05-16,Atom Egoyan
135,tt0078767,2015-02-25,2015-02-25,,The Amityville Horror,https://www.imdb.com/title/tt0078767/,movie,6.2,117,1979,Horror,32251,1979-07-27,Stuart Rosenberg
136,tt0084945,2015-02-25,2015-02-25,,Zapped!,https://www.imdb.com/title/tt0084945/,movie,4.9,98,1982,"Comedy, Fantasy, Sci-Fi",5576,1982-09-03,Robert J. Rosenthal
137,tt0119896,2015-02-25,2015-02-25,,Picture Perfect,https://www.imdb.com/title/tt0119896/,movie,5.5,105,1997,"Comedy, Drama, Romance",17828,1997-04-17,Glenn Gordon Caron
138,tt0180734,2015-02-25,2015-02-25,,Hard Ball,https://www.imdb.com/title/tt0180734/,movie,6.4,106,2001,"Drama, Sport",26135,2001-09-10,Brian Robbins
139,tt0083972,2015-02-25,2015-02-25,,Friday the 13th Part III,https://www.imdb.com/title/tt0083972/,movie,5.7,95,1982,"Horror, Thriller",41275,1982-08-13,Steve Miner
140,tt0080365,2015-02-25,2015-02-25,,American Gigolo,https://www.imdb.com/title/tt0080365/,movie,6.3,117,1980,"Crime, Drama, Mystery, Romance, Thriller",19201,1980-02-01,Paul Schrader
141,tt1049405,2015-02-25,2015-02-25,,The Other End of the Line,https://www.imdb.com/title/tt1049405/,movie,6.3,106,2008,"Comedy, Drama, Romance",5469,2008-10-31,James Dodson
142,tt0098519,2015-02-25,2015-02-25,,Troop Beverly Hills,https://www.imdb.com/title/tt0098519/,movie,5.6,105,1989,"Adventure, Comedy",8679,1989-03-24,Jeff Kanew
